RTA,Year,Somme,Nombre de donateurs
J8P,2020,1580.0,16
J8P,2021,1145.0,15
J8P,2022,2495.0,20
J8P,2023,1075.0,14
J8P,2024,1355.0,18
J8P,2025,900.0,12
J8P,2026,355.0,5
J8R,2019,975.0,14
J8R,2020,1700.0,21
J8R,2021,1320.0,17
J8R,2022,2935.0,21
J8R,2023,1400.0,17
J8R,2024,2065.0,27
J8R,2025,1550.0,19
J8R,2026,1620.0,12
J8T,2019,2060.0,30
J8T,2020,1755.0,31
J8T,2021,2305.0,33
J8T,2022,5845.0,46
J8T,2023,2920.0,39
J8T,2024,3360.0,41
J8T,2025,3200.0,39
J8T,2026,1450.0,12
J8V,2019,1255.0,17
J8V,2020,2635.0,22
J8V,2021,1495.0,18
J8V,2022,4745.0,38
J8V,2023,2170.0,30
J8V,2024,3410.0,44
J8V,2025,2835.0,37
J8V,2026,1650.0,13
J8X,2019,100.0,1
J8X,2020,730.0,9
J8X,2021,725.0,11
J8X,2022,2150.0,16
J8X,2023,630.0,10
J8X,2024,900.0,11
J8X,2025,1000.0,12
J8X,2026,625.0,4
J8Y,2019,2465.0,33
J8Y,2020,2630.0,35
J8Y,2021,2135.0,30
J8Y,2022,5251.0,38
J8Y,2023,2635.0,32
J8Y,2024,2715.0,32
J8Y,2025,3130.0,41
J8Y,2026,1750.0,15
J8Z,2019,1780.0,22
J8Z,2020,2330.0,24
J8Z,2021,1090.0,13
J8Z,2022,4620.0,35
J8Z,2023,2330.0,30
J8Z,2024,2120.0,25
J8Z,2025,1675.0,22
J8Z,2026,970.0,8
J9A,2019,2215.16,29
J9A,2020,5010.0,44
J9A,2021,3260.0,38
J9A,2022,8405.0,60
J9A,2023,3835.0,44
J9A,2024,4280.0,47
J9A,2025,3315.0,39
J9A,2026,2645.0,19
J9B,2019,100.0,3
J9B,2020,250.0,4
J9B,2021,300.0,4
J9B,2022,350.0,3
J9B,2023,250.0,4
J9B,2024,450.0,6
J9B,2025,350.0,4
J9B,2026,400.0,2
J9E,2019,70.0,2
J9E,2020,157.0,6
J9E,2021,140.0,4
J9E,2022,70.0,3
J9E,2023,285.0,6
J9E,2024,270.0,4
J9E,2025,215.0,4
J9E,2026,150.0,2
J9H,2019,950.0,12
J9H,2020,1885.0,20
J9H,2021,1435.0,21
J9H,2022,4290.0,33
J9H,2023,2315.0,30
J9H,2024,2110.0,27
J9H,2025,1895.0,23
J9H,2026,1100.0,8
J9J,2019,200.0,2
J9J,2020,480.0,8
J9J,2021,1165.0,15
J9J,2022,3600.0,25
J9J,2023,975.0,13
J9J,2024,725.0,10
J9J,2025,1250.0,18
J9J,2026,1400.0,7
J9L,2019,960.0,15
J9L,2020,1485.0,23
J9L,2021,1030.0,15
J9L,2022,3355.0,32
J9L,2023,1586.64,20
J9L,2024,2265.0,27
J9L,2025,2270.0,28
J9L,2026,975.0,10
J9P,2019,1795.0,28
J9P,2020,1620.0,24
J9P,2021,2305.0,27
J9P,2022,3330.0,30
J9P,2023,3035.0,43
J9P,2024,3355.0,47
J9P,2025,3260.0,46
J9P,2026,1275.0,10
J9T,2019,670.0,14
J9T,2020,1535.0,17
J9T,2021,610.0,10
J9T,2022,2360.0,22
J9T,2023,1635.0,24
J9T,2024,2245.0,36
J9T,2025,1644.0,25
J9T,2026,965.0,7
J9V,2019,240.0,4
J9V,2020,100.0,1
J9V,2021,110.0,2
J9V,2022,700.0,4
J9V,2023,200.0,2
J9V,2024,200.0,2
J9V,2025,250.0,3
J9X,2019,1715.0,24
J9X,2020,2900.0,39
J9X,2021,2165.0,29
J9X,2022,6550.0,58
J9X,2023,2905.0,35
J9X,2024,3250.0,45
J9X,2025,3240.0,40
J9X,2026,2000.0,13
J9Y,2019,275.0,3
J9Y,2020,455.0,10
J9Y,2021,200.0,2
J9Y,2022,1335.0,14
J9Y,2023,700.0,8
J9Y,2024,565.0,7
J9Y,2025,600.0,7
J9Y,2026,250.0,2
J9Z,2019,835.0,10
J9Z,2020,1580.0,19
J9Z,2021,460.0,8
J9Z,2022,1740.0,17
J9Z,2023,750.0,13
J9Z,2024,1110.0,20
J9Z,2025,820.0,12
J9Z,2026,427.0,7
